City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,belle fourche,44.6714,-103.8522,25.73,26,94,6.72,US,1724609701
363,al abyar,32.19,20.5965,26.05,72,1,6.85,LY,1724609819
364,shiguai,40.7058,110.2856,16.75,78,100,2.8,CN,1724609820
365,nereta,56.2066,25.313,20.4,78,31,2.86,LV,1724609821
366,novodvinsk,64.4165,40.8122,15.86,64,1,2.64,RU,1724609822
367,olinda,-8.0089,-34.8553,27.85,61,40,7.2,BR,1724609824
368,lewiston orchards,46.3804,-116.9754,22.5,43,0,3.09,US,1724609825
369,rzhyshchiv,49.9689,31.0463,26.23,36,0,2.38,UA,1724609826
370,pacifica,37.6138,-122.4869,22.73,75,0,2.06,US,1724609827
371,quellon,-43.1167,-73.6167,8.96,80,100,6.7,CL,1724609779
372,santana,-0.0583,-51.1817,35.1,46,0,3.09,BR,1724609830
373,rumonge,-3.9736,29.4386,24.8,52,53,1.84,BI,1724609831
374,muisne,0.6,-80.0333,26.26,76,95,4.81,EC,1724609832
375,alice springs,-23.7,133.8833,14.75,58,17,0.0,AU,1724609833
376,bishkul,54.7803,69.1033,11.92,96,100,3.27,KZ,1724609834
377,kattivakkam,13.2167,80.3167,30.64,80,100,3.94,IN,1724609836
378,isla mujeres,21.2311,-86.731,32.03,66,97,3.43,MX,1724609837
379,murashi,59.3999,48.9615,15.48,85,100,1.66,RU,1724609838
380,turpan,42.9333,89.1667,32.44,31,25,5.05,CN,1724609839
381,anapa,44.8908,37.3239,26.19,34,0,9.0,RU,1724609841
382,el abiodh sidi cheikh,32.893,0.5484,35.6,16,0,6.25,DZ,1724609843
383,brak,27.5496,14.2714,35.07,20,29,5.71,LY,1724609845
384,salinas,36.6777,-121.6555,24.9,50,0,2.06,US,1724609846
385,alexandria,31.2156,29.9553,28.32,62,0,3.91,EG,1724609800
386,hailey,43.5196,-114.3153,19.89,35,75,2.57,US,1724609848
387,vizinga,61.0749,50.1031,13.87,87,75,1.97,RU,1724609849
388,conception bay south,47.4999,-52.9981,26.42,59,9,3.16,CA,1724609851
389,puerto baquerizo moreno,-0.9,-89.6,23.55,69,75,7.72,EC,1724609852
390,aykhal,66.0,111.5,8.89,94,100,4.35,RU,1724609853
391,kapa'a,22.0752,-159.319,25.61,80,100,11.32,US,1724609854
392,pastavy,55.1168,26.8326,20.86,65,51,3.88,BY,1724609855
393,sretensk,52.2453,117.7093,11.1,89,1,0.66,RU,1724609857
394,san patricio,28.017,-97.5169,35.97,40,12,6.16,US,1724609858
395,arawa,-6.2132,155.5367,24.3,92,100,1.69,PG,1724609859
396,kristiansund,63.1115,7.732,13.36,62,75,5.66,NO,1724609860
397,acapulco de juarez,16.8634,-99.8901,31.9,70,20,4.12,MX,1724609738
398,galliano,29.4422,-90.2992,28.0,69,0,1.54,US,1724609868
399,gannat,46.1002,3.1989,17.75,52,46,2.68,FR,1724609869
400,tindouf,27.6711,-8.1474,40.25,11,0,5.14,DZ,1724609870
401,gereida,11.2811,25.1414,25.46,78,34,4.08,SD,1724609872
402,khandyga,62.6667,135.6,13.77,92,100,1.88,RU,1724609873
403,pyu,18.4833,96.4333,23.46,98,100,1.9,MM,1724609874
404,krasnokamensk,50.0979,118.0369,13.35,67,0,3.07,RU,1724609875
405,tukrah,32.5341,20.5791,28.33,76,1,5.45,LY,1724609876
406,nar'yan-mar,67.6713,53.087,10.99,92,37,3.31,RU,1724609879
407,nizhneudinsk,54.9076,99.0276,17.47,94,100,1.28,RU,1724609880
408,nizhniy kuranakh,58.8353,125.4869,10.62,97,36,1.77,RU,1724609881
409,korsakov,46.6328,142.7813,12.91,87,98,4.99,RU,1724609882
410,arafat,39.0344,44.6198,21.92,33,33,2.82,IR,1724609884
411,maceio,-9.6658,-35.7353,27.69,61,40,6.17,BR,1724609747
412,jora,26.3333,77.8167,25.82,90,43,3.13,IN,1724609886
413,baoding,38.8511,115.4903,22.69,97,100,5.88,CN,1724609887
414,zhosaly,45.4878,64.0781,23.33,25,18,4.2,KZ,1724609889
415,lincoln,40.8,-96.667,34.95,49,0,4.63,US,1724609891
416,marabba,12.35,32.1833,26.12,82,61,4.18,SD,1724609892
417,vologda,59.2187,39.8886,15.89,70,0,1.33,RU,1724609893
418,livingston,55.9029,-3.5226,13.48,93,75,8.23,GB,1724609895
419,mongo,12.1844,18.693,23.14,89,77,1.21,TD,1724609896
420,sao joao da barra,-21.6403,-41.0511,27.05,72,36,8.57,BR,1724609897
421,fort mcmurray,56.7268,-111.381,15.77,63,100,7.2,CA,1724609898
422,ciampea,-6.5547,106.7008,27.73,81,84,0.88,ID,1724609883
423,greenland,43.0362,-70.8328,29.3,62,75,3.6,US,1724609901
424,shuangjiang,26.1547,109.7138,22.85,93,9,1.34,CN,1724609902
425,valparaiso,-33.0393,-71.6273,18.13,56,0,5.14,CL,1724609903
426,galesong,-5.3166,119.3661,26.67,63,100,1.62,ID,1724609904
427,santa cruz del norte,23.1539,-81.9236,30.06,72,30,4.75,CU,1724609906
428,gufeng,26.9083,118.9819,20.43,99,6,1.07,CN,1724609907
429,tangalle,6.024,80.7911,25.86,88,61,4.45,LK,1724609908
430,savoy,45.5,6.4167,13.54,26,100,0.72,FR,1724609909
431,codrington,-38.2667,141.9667,11.99,85,79,8.2,AU,1724609910
432,phayakkhaphum phisai,15.5163,103.1937,28.01,82,100,2.51,TH,1724609912
433,oltinko'l,40.8011,72.1634,25.8,23,1,2.12,UZ,1724609913
434,yuzhno-kurilsk,44.0306,145.8556,15.34,90,100,4.13,RU,1724609914
435,melfort,52.8667,-104.6177,20.07,49,37,7.72,CA,1724609916
436,aden,12.7794,45.0367,29.98,70,33,4.6,YE,1724609917
437,cockburn town,21.4612,-71.1419,28.69,74,1,7.22,TC,1724609918
438,porto novo,6.4965,2.6036,24.9,83,98,3.19,BJ,1724609919
439,saint-francois,46.4154,3.9054,18.14,69,51,2.17,FR,1724609921
440,belyy yar,53.6039,91.3903,14.94,94,75,3.0,RU,1724609922
441,beyneu,45.3167,55.2,27.76,26,100,2.21,KZ,1724609923
442,namie,37.4833,141.0,23.32,96,58,3.25,JP,1724609924
443,inyonga,-6.7167,32.0667,22.53,30,61,1.76,TZ,1724609925
444,raduzhny,62.0961,77.475,14.12,61,96,5.85,RU,1724609927
445,vicuna,-30.0319,-70.7081,28.76,12,0,2.24,CL,1724609928
446,coquimbo,-29.9533,-71.3436,13.85,82,40,4.63,CL,1724609336
447,gejiu,23.306,103.1635,15.26,98,100,1.21,CN,1724609931
448,masina,-4.3836,15.3914,28.19,39,78,2.4,CD,1724609932
449,brookings,44.3114,-96.7984,26.0,89,100,5.14,US,1724609933
450,antsiranana,-12.2787,49.2917,22.48,71,43,9.66,MG,1724609934
451,guajara mirim,-10.7828,-65.3394,25.09,44,75,5.66,BR,1724609937
452,yekaterinoslavka,50.3734,129.1139,12.95,97,18,4.42,RU,1724609938
453,shingu,33.7333,135.9833,25.34,89,36,1.29,JP,1724609939
454,anzio,41.4853,12.6179,28.59,75,2,7.16,IT,1724609940
455,hotan,37.0997,79.9269,26.13,35,13,1.43,CN,1724609942
456,zadar,44.1197,15.2422,28.34,61,0,4.12,HR,1724609760
457,vilyuysk,63.7553,121.6247,11.69,92,81,3.26,RU,1724609944
458,balykshi,47.0667,51.8667,21.0,37,0,3.0,KZ,1724609945
459,cedeira,43.6797,-8.0209,19.99,66,26,8.39,ES,1724609947
460,petropavlovsk-kamchatsky,53.0452,158.6483,9.33,81,0,2.0,RU,1724609948
461,lloydminster,53.2835,-110.0016,14.12,72,75,7.2,CA,1724609949
462,eforie sud,44.0229,28.6494,25.26,81,0,4.88,RO,1724609951
463,maumere,-8.6199,122.2111,25.01,87,40,3.59,ID,1724609952
464,acarau,-2.8856,-40.12,30.3,53,35,9.11,BR,1724609953
465,pacific grove,36.6177,-121.9166,24.67,68,0,2.06,US,1724609954
466,aitape,-3.1374,142.3475,25.04,90,99,2.19,PG,1724609956
467,ajdabiya,30.7554,20.2263,27.81,76,1,8.35,LY,1724609957
468,undurkhaan,47.3194,110.6556,17.05,62,56,2.11,MN,1724609959
469,palembang,-2.9167,104.7458,26.05,83,20,1.03,ID,1724609960
470,vilyuchinsk,52.9306,158.4028,10.15,87,99,4.23,RU,1724609855
471,amursk,50.2261,136.8994,14.86,91,100,0.94,RU,1724609963
472,hafar al-batin,28.4328,45.9708,39.32,17,0,2.06,SA,1724609964
473,beau vallon,-20.4189,57.6953,21.13,60,40,6.69,MU,1724609965
474,ormara,25.2088,64.6357,26.93,88,47,7.09,PK,1724609966
475,gamba,-2.65,10.0,23.1,82,37,3.87,GA,1724609967
476,jamshedpur,22.8,86.1833,25.09,92,72,1.82,IN,1724609956
477,skowhegan,44.7651,-69.7192,27.67,67,62,1.74,US,1724609970
478,bireun,5.203,96.7009,25.14,88,100,2.75,ID,1724609971
479,bakchar,57.0186,82.0711,12.74,98,100,2.41,RU,1724609894
480,isabel segunda,18.1491,-65.4427,31.85,67,1,4.34,PR,1724609973
481,dryden,49.7833,-92.7503,29.16,58,0,8.75,CA,1724609975
482,magadan,59.5667,150.8,10.55,82,50,1.97,RU,1724609976
483,hovd,48.0056,91.6419,15.71,45,0,4.09,MN,1724609977
484,ust'-kulom,61.6864,53.6902,12.96,94,75,1.91,RU,1724609978
485,mursko sredisce,46.5094,16.4411,28.31,16,61,7.98,HR,1724609980
486,gizo,-8.103,156.8419,26.64,79,97,8.21,SB,1724609981
487,taroa,8.7058,171.2275,28.4,78,19,6.12,MH,1724609982
488,jakar,27.5492,90.7525,12.05,96,42,1.01,BT,1724609983
489,buckie,57.6757,-2.9624,14.47,90,100,5.13,GB,1724609985
490,mili,6.0815,171.735,28.73,76,97,5.18,MH,1724609986
491,lincheng,19.9078,109.6858,26.87,85,39,1.7,CN,1724609987
492,gryfice,53.9165,15.2003,16.68,70,100,2.09,PL,1724609988
493,williams lake,52.1415,-122.1445,21.14,52,40,2.06,CA,1724609990
494,mocimboa,-11.3167,40.35,24.35,75,88,5.63,MZ,1724609991
495,avenal,36.0041,-120.129,23.09,36,0,3.07,US,1724609992
496,souillac,-20.5167,57.5167,21.21,60,40,6.69,MU,1724609993
497,fukuecho,32.6881,128.8419,27.64,81,2,1.36,JP,1724609994
498,catia la mar,10.6038,-67.0303,32.21,70,100,7.2,VE,1724609997
499,peniche,39.3558,-9.3811,20.67,78,2,10.24,PT,1724609998
500,tillicoultry,56.1525,-3.7402,13.78,92,100,5.93,GB,1724609999
501,maksatikha,57.797,35.8825,17.48,73,0,2.15,RU,1724610001
502,casilda,-33.0442,-61.1681,16.17,39,0,1.8,AR,1724609994
503,sal rei,16.1833,-22.9167,28.11,65,75,7.72,CV,1724609862
504,mujiayingzi,42.1167,118.7833,18.87,75,100,0.71,CN,1724610004
505,christchurch,-43.5333,172.6333,8.84,89,100,1.03,NZ,1724610005
506,sao miguel do araguaia,-13.275,-50.1628,36.91,15,0,4.07,BR,1724610007
507,nuuk,64.1835,-51.7216,6.34,81,100,6.17,GL,1724610008
508,howard springs,-12.497,131.047,23.95,89,5,1.47,AU,1724610009
509,mangrol,21.1167,70.1167,27.4,84,100,9.18,IN,1724610010
510,el calafate,-50.3408,-72.2768,4.47,78,100,1.44,AR,1724609751
511,silchar,24.8167,92.8,24.26,96,65,0.81,IN,1724610013
512,aroma,15.8167,36.1333,30.43,61,80,2.92,SD,1724610014
513,tyazhinskiy,56.116,88.524,14.41,83,91,6.56,RU,1724610015
514,gadzhiyevo,69.2551,33.3362,13.64,75,88,10.59,RU,1724610016
515,grajewo,53.6473,22.4554,20.27,72,33,7.14,PL,1724610018
516,porbandar,21.6422,69.6093,27.71,83,100,8.77,IN,1724610019
517,kilju,40.9642,129.3278,18.69,95,63,1.65,KP,1724610020
518,kerteminde,55.449,10.6577,16.51,66,32,5.83,DK,1724610021
519,adrar,20.5022,-10.0711,36.33,31,7,5.06,MR,1724610022
520,el granada,37.5027,-122.4694,23.89,69,0,2.06,US,1724610023
521,richards bay,-28.783,32.0377,19.82,76,50,2.4,ZA,1724610025
522,hilo,19.7297,-155.09,25.06,100,100,7.2,US,1724610026
523,podborany,50.2294,13.4119,14.95,82,100,3.56,CZ,1724610027
524,inhambane,-23.865,35.3833,17.99,88,0,0.0,MZ,1724610028
525,ambalangoda,6.2355,80.0538,26.87,84,94,4.66,LK,1724610031
526,santa cruz amilpas,17.0583,-96.6833,24.86,47,75,1.54,MX,1724610032
527,portsmouth,50.799,-1.0913,17.76,74,60,6.26,GB,1724609883
528,vuktyl,63.8567,57.3094,12.44,96,54,1.21,RU,1724610034
529,kolpashevo,58.3131,82.9089,13.07,94,98,0.87,RU,1724610036
530,skelleftea,64.7507,20.9528,16.2,100,20,2.57,SE,1724609753
531,pangyan,5.7008,125.2811,26.3,85,100,1.79,PH,1724610038
532,xuddur,4.1213,43.8894,25.91,60,100,8.48,SO,1724610039
533,selfoss,63.9331,-20.9971,10.58,65,85,3.97,IS,1724610040
534,amahai,-3.3333,128.9167,25.21,89,100,1.38,ID,1724610042
535,chom thong,18.4174,98.6743,23.93,95,100,1.07,TH,1724610043
536,bubaque,11.2833,-15.8333,27.16,77,100,5.27,GW,1724610044
537,plesetsk,62.708,40.2916,14.4,74,0,2.54,RU,1724610045
538,riolandia,-19.9808,-49.6819,24.46,31,8,6.74,BR,1724610047
539,wellington,-41.2866,174.7756,11.81,92,75,3.58,NZ,1724610048
540,lexington,37.9887,-84.4777,32.75,42,0,2.06,US,1724610012
541,lisala,2.15,21.5167,23.73,87,94,1.04,CD,1724610051
542,antalaha,-14.9003,50.2788,20.58,78,84,5.3,MG,1724610052
543,nyurba,63.2842,118.3319,10.34,93,72,2.75,RU,1724610053
544,gazojak,41.1875,61.4036,25.32,17,76,6.22,TM,1724610054
545,ar ruways,24.1103,52.7306,33.11,69,15,3.66,AE,1724610056
546,ardabil,38.2498,48.2933,14.75,82,20,3.09,IR,1724610057
547,altamira,-3.2033,-52.2064,34.05,46,40,1.54,BR,1724609801
548,juruti,-2.1522,-56.0922,37.35,30,45,4.18,BR,1724609799
549,taltal,-25.4,-70.4833,15.9,72,41,1.05,CL,1724610060
550,obudu,6.6674,9.1716,23.02,96,100,1.89,NG,1724610062
551,mahalapye,-23.1041,26.8142,21.0,24,0,2.65,BW,1724610063
552,twon-brass,4.3151,6.2418,24.33,91,100,5.91,NG,1724610064
553,westerland,54.9079,8.3033,16.07,72,20,5.66,DE,1724610065
554,crane,31.3974,-102.3501,33.03,33,1,5.58,US,1724610066
555,alvaraes,-3.2208,-64.8042,35.93,26,81,3.07,BR,1724610068
556,buedu,8.2803,-10.3719,23.7,98,72,1.64,SL,1724610069
557,diego de almagro,-26.3667,-70.05,24.87,13,0,4.38,CL,1724610070
558,hauterive,46.0901,3.4459,17.71,59,30,2.33,FR,1724610071
559,bosobolo,4.1833,19.9,23.2,91,75,0.17,CD,1724610072
560,turabah,21.2141,41.6331,27.35,41,66,4.7,SA,1724609834
561,awjilah,29.1081,21.2869,32.75,32,0,9.56,LY,1724610075
